"ID"	"product"	"gene"	"SRR15309076"	"SRR15309078"	"SRR15309074"	"SRR15309066"	"SRR15309082"	"SRR15309080"	"SRR15309070"	"SRR15309065"	"SRR15309072"	"SRR15309068"	"SRR15309063"	"SRR15309061"
"b3630"	"lipopolysaccharide core heptose (I) kinase"	"waaP"	247	397	327	227	492	359	216	639	335	218	213	248
"b3631"	"lipopolysaccharide glucosyltransferase I"	"waaG"	502	830	612	671	1237	827	465	1239	754	522	455	386
"b3632"	"lipopolysaccharide core heptosyltransferase 3"	"waaQ"	604	820	701	585	997	792	520	1133	893	489	412	546
"b3633"	"KDO transferase"	"waaA"	411	617	523	843	653	502	378	1350	628	484	505	473
"b3634"	"pantetheine-phosphate adenylyltransferase"	"coaD"	58	145	103	251	139	151	87	240	130	90	60	157
"b3635"	"DNA-formamidopyrimidine glycosylase"	"mutM"	80	167	106	1186	122	107	754	739	194	523	48	87
"b3636"	"50S ribosomal subunit protein L33"	"rpmG"	474	928	372	802	1126	970	416	1262	518	433	235	416
"b3637"	"50S ribosomal subunit protein L28"	"rpmB"	6252	11436	7030	8772	13557	11946	4356	15386	7806	5224	3447	5487
"b3638"	"RadC-like JAB domain-containing protein YicR"	"yicR"	536	713	755	1413	1031	1000	1026	2942	673	1001	1509	1466
"b3639"	"fused 4prime-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase"	"dfp"	1049	1852	1345	1904	1953	1348	1347	3023	1649	1270	1234	1042
"b3640"	"dUTP diphosphatase"	"dut"	440	800	572	1130	1228	905	605	1544	640	630	493	517
"b3641"	"nucleoid occlusion factor SlmA"	"slmA"	348	523	432	974	786	623	524	1541	545	553	368	417
"b3642"	"orotate phosphoribosyltransferase"	"pyrE"	16	30	26	35	38	42	28	50	37	19	25	44
"b3643"	"truncated RNase PH"	"rph"	139	297	224	444	465	356	175	575	225	253	162	247
"b3644"	"UPF0701 family protein YicC"	"yicC"	768	1200	1192	1656	1364	1019	951	2238	1214	998	854	852
"b3645"	"DNA damage-inducible protein D"	"dinD"	129	177	142	169	265	163	161	339	177	165	260	163
"b3646"	"PF03458 family inner membrane protein YicG"	"yicG"	39	79	96	376	79	55	239	430	101	220	255	276
"b3647"	"DNA ligase B"	"ligB"	135	130	110	143	126	81	132	191	162	83	111	107
"b3648"	"guanylate kinase"	"gmk"	1312	1948	2349	1158	1740	1523	770	2095	2552	794	948	1259
"b3649"	"RNA polymerase subunit omega"	"rpoZ"	484	760	727	1014	776	685	563	1235	889	450	376	641
"b3650"	"bifunctional (p)ppGpp synthase/hydrolase SpoT"	"spoT"	2601	4350	3965	4642	5133	4008	2625	7423	4284	2748	2386	2295
"b3651"	"tRNA (Gm18) 2prime-O-methyltransferase"	"trmH"	240	540	357	465	631	571	262	931	451	341	200	230
"b3652"	"ATP-dependent DNA helicase RecG"	"recG"	706	1253	962	1526	1978	1614	713	2460	1251	914	528	477
"b3653"	"glutamate:sodium symporter"	"gltS"	355	312	484	279	395	431	167	313	544	132	258	253
"b3654"	"xanthine:H(+) symporter XanP"	"xanP"	63	70	94	56	93	83	26	90	116	33	40	61
"b3655"	"AsmA family protein YicH"	"yicH"	904	1317	1436	2087	1070	885	1413	1940	1598	806	1470	1291
"b3656"	"alpha-D-xyloside xylohydrolase"	"yicI"	113	171	173	183	187	138	162	292	191	110	162	144
"b3657"	"putative xyloside transporter YicJ"	"yicJ"	32	42	47	43	31	18	26	33	53	20	28	38
"b3659"	"putative arabinose exporter"	"setC"	3	8	20	10	19	4	1	15	19	3	8	20
"b3660"	"putative transporter YicL"	"yicL"	388	155	761	132	153	112	85	233	883	92	107	164
"b3661"	"lipoprotein-28"	"nlpA"	4327	769	7896	344	769	624	284	431	9567	190	334	344
"b3662"	"purine ribonucleoside exporter"	"nepI"	44	73	82	53	63	54	21	93	104	31	25	41
"b3663"	"DUF1198 domain-containing protein YicN"	"yicN"	71	87	86	141	99	83	60	161	137	86	77	103
"b3664"	"adenine transporter"	"adeQ"	23	21	30	44	26	16	14	57	27	26	20	27
"b3665"	"adenine deaminase"	"adeD"	355	397	323	437	413	387	371	786	392	368	882	574
"b3666"	"hexose-6-phosphate:phosphate antiporter"	"uhpT"	38	54	44	247	74	33	282	321	85	126	231	295
"b3667"	"inner membrane protein sensing glucose-6-phosphate"	"uhpC"	60	103	82	109	163	131	65	174	103	77	39	57
"b3668"	"sensory histidine kinase UhpB"	"uhpB"	126	161	130	163	310	275	47	189	190	91	34	74
"b3669"	"DNA-binding transcriptional activator UhpA"	"uhpA"	318	328	461	181	540	389	93	281	519	82	83	114
"b3670"	"acetohydroxy acid synthase I subunit IlvN"	"ilvN"	78	60	67	74	81	48	39	105	86	34	30	65
"b3671"	"acetohydroxy acid synthase I subunit IlvB"	"ilvB"	861	773	1171	844	883	611	626	1213	1464	487	570	782
"b3672"	"ilvBN operon leader peptide"	"ivbL"	742	1619	810	1046	842	738	677	1916	1628	628	581	1151
"b3673"	"multidrug efflux pump EmrD"	"emrD"	107	152	147	154	234	194	66	152	211	82	106	102
"b3674"	"uncharacterized protein YidF"	"yidF"	99	112	125	248	120	115	164	303	128	92	352	413
"b3675"	"inner membrane protein YidG"	"yidG"	38	49	42	45	40	17	12	30	60	25	31	21
"b3676"	"DUF202 domain-containing inner membrane protein YidH"	"yidH"	75	101	105	42	83	48	27	65	139	21	31	13
"b3677"	"putative inner membrane protein YidI"	"yidI"	57	47	56	67	73	48	51	150	100	40	77	69
"b3678"	"putative sulfatase/phosphatase YidJ"	"yidJ"	59	44	49	63	59	52	29	50	101	38	59	44
"b3679"	"putative transporter YidK"	"yidK"	34	31	42	38	27	23	17	29	47	15	37	16
"b3680"	"putative DNA-binding transcriptional regulator YidL"	"yidL"	83	86	62	108	98	48	78	99	123	57	80	86
"b3681"	"putative inactive phospho-glucosidase"	"glvG"	31	35	37	31	44	30	23	56	42	11	26	19
"b3682"	"putative PTS enzyme II component GlvB"	"glvB"	7	8	10	7	19	3	7	13	17	6	10	3
"b3683"	"putative PTS enzyme II component GlvC"	"glvC"	21	15	12	8	26	16	15	31	34	9	12	21
"b3684"	"putative DNA-binding transcriptional regulator YidP"	"yidP"	19	27	15	24	20	13	13	41	20	5	13	19
"b3685"	"putative transport protein YidE"	"yidE"	557	869	664	1286	765	558	904	1435	950	673	1678	1578
"b3686"	"small heat shock protein IbpB"	"ibpB"	478	166	984	2136	104	130	824	1221	1506	1047	63	68
"b3687"	"small heat shock protein IbpA"	"ibpA"	1299	1083	2141	5752	415	460	3248	6162	3570	3225	119	458
"b3688"	"DUF1375 domain-containing putative lipoprotein YidQ"	"yidQ"	993	878	1270	783	824	579	530	1161	1540	413	620	699
"b3689"	"DUF3748 domain-containing galacturonate catabolism protein YidR"	"yidR"	593	635	742	588	714	509	475	887	873	352	478	480
"b3690"	"colicin M resistance protein"	"cbrA"	45	28	50	17	35	26	19	30	52	17	16	15
"b3691"	"D-galactonate:H(+) symporter"	"dgoT"	36	42	62	44	34	34	32	40	52	23	15	28
"b3693"	"2-dehydro-3-deoxygalactonokinase"	"dgoK"	105	120	81	69	125	129	55	131	84	49	95	56
"b3696"	"putative lipoprotein YidX"	"yidX"	71	136	114	81	103	58	50	157	139	43	86	137
"b3697"	"sugar phosphatase YidA"	"yidA"	1219	2632	1481	1922	2843	1822	1398	3219	1527	1436	1755	1433
"b3698"	"DUF937 domain-containing protein YidB"	"yidB"	229	256	344	141	189	95	110	192	441	96	85	119
"b3699"	"DNA gyrase subunit B"	"gyrB"	2769	4589	3476	5206	7537	5648	3321	6630	4275	3664	3139	2703
"b3700"	"DNA repair protein RecF"	"recF"	253	454	280	554	603	481	280	930	330	390	168	175
"b3701"	"beta sliding clamp"	"dnaN"	840	1209	1109	1395	1812	1532	592	1494	1329	551	625	743
"b3702"	"chromosomal replication initiator protein DnaA"	"dnaA"	1532	2203	2163	1729	2568	2089	895	2313	2197	840	1372	1498
"b3703"	"50S ribosomal subunit protein L34"	"rpmH"	772	1391	740	999	1886	1497	591	2041	1012	806	415	704
"b3704"	"RNase P protein component"	"rnpA"	295	673	407	521	878	648	301	1763	435	504	322	403
"b3705"	"membrane protein insertase YidC"	"yidC"	3500	6172	3471	8590	9743	7565	4035	13539	3868	5378	2404	3070
"b3706"	"5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit"	"mnmE"	726	851	990	756	1153	892	476	1066	1358	499	586	551
"b3707"	"tnaAB operon leader peptide"	"tnaC"	14076	7600	20498	4785	4348	3723	5828	9672	27470	4010	10567	7004
"b3708"	"tryptophanase"	"tnaA"	526206	287207	817131	211848	160058	108463	182865	255756	1019339	192065	546095	213406
"b3709"	"tryptophan:H(+) symporter TnaB"	"tnaB"	24342	21891	19492	13694	11678	5768	14339	26847	29332	13017	31973	10983
"b3710"	"efflux pump MdtL"	"mdtL"	122	132	130	221	77	66	121	329	215	123	171	88
"b3711"	"putative LysR-type transcriptional regulator YidZ"	"yidZ"	169	247	218	196	204	132	142	349	232	132	98	164
"b3712"	"putative phosphopantetheinyl transferase"	"yieE"	164	292	306	484	306	206	368	723	317	329	310	348
"b3713"	"chromate reductase"	"yieF"	284	367	628	1053	383	266	656	1181	688	536	639	798
"b3714"	"adenine:H(+) symporter"	"adeP"	194	334	318	259	517	408	145	551	331	191	162	211
"b3715"	"6-phosphogluconate phosphatase"	"yieH"	104	142	134	124	132	119	113	226	140	91	125	120
"b3716"	"putative inner membrane protein"	"cbrB"	44	66	51	20	49	31	22	64	68	14	35	33
"b3717"	"UPF0167 family colicin E2 tolerance protein CbrC"	"cbrC"	60	51	59	35	71	46	46	96	97	39	61	57
"b3718"	"putative glucosamine-6-phosphate deaminase YieK"	"yieK"	35	45	25	49	42	29	31	67	58	24	29	9
"b3719"	"putative hydrolase YieL"	"yieL"	24	35	28	22	37	25	20	44	27	21	32	27
"b3720"	"carbohydrate-specific outer membrane porin  cryptic"	"bglH"	9	18	21	27	18	22	8	29	21	13	10	13
"b3721"	"6-phospho-beta-glucosidase B"	"bglB"	12	17	7	19	22	14	20	47	26	20	24	27
"b3722"	"beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase"	"bglF"	204	350	270	414	282	231	264	643	306	239	244	341
"b3723"	"transcriptional antiterminator BglG"	"bglG"	17	21	15	37	24	15	18	52	19	18	19	37
"b3724"	"negative regulator of the pho regulon"	"phoU"	498	748	673	605	633	567	350	568	881	209	331	480
"b3725"	"phosphate ABC transporter ATP binding subunit"	"pstB"	964	1080	1125	488	894	671	272	638	1483	259	334	354
"b3726"	"phosphate ABC transporter membrane subunit PstA"	"pstA"	383	387	503	141	382	336	73	161	637	47	55	46
"b3727"	"phosphate ABC transporter membrane subunit PstC"	"pstC"	396	437	546	180	339	282	62	175	801	71	94	94
"b3728"	"phosphate ABC transporter periplasmic binding protein"	"pstS"	1358	1099	1873	260	772	650	137	306	2721	114	98	117
"b3729"	"L-glutamine--D-fructose-6-phosphate aminotransferase"	"glmS"	4759	8249	5914	7696	12345	9695	4002	9417	7326	4030	3647	3270
"b3730"	"fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase"	"glmU"	3011	5654	4494	6019	6878	5481	3328	7929	4810	2805	3395	3402
"b3731"	"ATP synthase F1 complex subunit epsilon"	"atpC"	3293	6333	3291	7797	7947	7276	4674	9736	4216	4413	4508	4575
"b3732"	"ATP synthase F1 complex subunit beta"	"atpD"	10023	18486	8562	18455	24842	20187	12144	29855	11357	12552	11016	9398
"b3733"	"ATP synthase F1 complex subunit gamma"	"atpG"	6924	13885	5947	11732	19064	14401	8499	21803	8362	9459	6270	5058
"b3734"	"ATP synthase F1 complex subunit alpha"	"atpA"	15951	31213	13729	30291	46402	36230	17827	55057	18240	19867	12489	11535
"b3735"	"ATP synthase F1 complex subunit delta"	"atpH"	2835	5119	2264	5587	7377	5662	3076	8577	3025	3316	2156	1887
"b3736"	"ATP synthase Fo complex subunit b"	"atpF"	5970	9902	5176	11991	13948	11421	7042	19507	7496	7251	4600	4384
"b3737"	"ATP synthase Fo complex subunit c"	"atpE"	2167	5351	1692	5292	7185	5584	2942	9013	2643	3605	1666	1788
"b3738"	"ATP synthase Fo complex subunit a"	"atpB"	5022	8736	4643	9877	10982	8313	5637	14644	5625	5839	3479	4033
"b3739"	"ATP synthase accessory factor AtpI"	"atpI"	1229	1927	1303	2197	1804	1598	1396	3319	1523	1329	1165	1216
"b3740"	"16S rRNA m(7)G527 methyltransferase"	"rsmG"	208	318	221	248	428	354	162	470	278	183	193	208
"b3741"	"5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG"	"mnmG"	1176	1400	1232	1175	2575	2166	622	1711	1867	712	466	538
"b3742"	"flavoprotein MioC"	"mioC"	2126	2349	2398	2196	2286	1490	1180	2986	3136	1202	1131	1160
"b3743"	"DNA-binding transcriptional dual regulator AsnC"	"asnC"	92	106	155	41	87	62	50	109	177	66	60	19
"b3744"	"asparagine synthetase A"	"asnA"	95	131	123	408	165	98	313	377	213	160	173	181
"b3745"	"protein ViaA"	"viaA"	333	418	573	314	546	420	197	487	666	218	1245	1193
"b3746"	"regulatory ATPase RavA"	"ravA"	569	604	823	418	989	727	314	689	1037	274	3444	2729
"b3747"	"K(+):H(+) symporter Kup"	"kup"	307	414	496	349	663	486	173	434	700	196	244	342
"b3748"	"D-ribose pyranase"	"rbsD"	2162	4516	1737	1892	5822	3110	1462	963	3023	806	516	499
"b3749"	"ribose ABC transporter ATP binding subunit"	"rbsA"	1072	2716	982	1103	3641	2549	935	1777	1208	607	664	626
"b3750"	"ribose ABC transporter membrane subunit"	"rbsC"	1110	2655	1122	1464	3127	2060	1405	2454	1312	822	655	728
"b3751"	"ribose ABC transporter periplasmic binding protein"	"rbsB"	20496	28249	14545	21634	22593	12649	22718	26242	22333	13664	21837	11868
"b3752"	"ribokinase"	"rbsK"	1287	2818	988	2215	2547	1636	2305	3377	1535	1335	1233	917
"b3753"	"DNA-binding transcriptional dual regulator RbsR"	"rbsR"	132	292	114	352	499	353	345	605	154	223	276	200
"b3754"	"putative transporter HsrA"	"hsrA"	95	170	203	215	219	160	192	300	203	145	512	348
"b3755"	"DNA-binding transcriptional regulator YieP"	"yieP"	446	576	713	483	800	667	397	706	695	300	1374	1148
"b3764"	"macrodomain Ori protein"	"maoP"	420	797	580	1215	949	867	814	1349	846	547	620	898
"b3765"	"putative magnesium chelatase YifB"	"yifB"	76	113	109	122	137	96	97	218	121	82	139	141
"b3766"	"ilvXGMEDA operon leader peptide"	"ilvL"	386	853	409	290	472	446	241	385	817	181	126	623
"b3769"	"acetolactate synthase II subunit IlvM"	"ilvM"	19	155	25	22	156	155	11	49	26	15	8	15
"b3770"	"branched-chain-amino-acid aminotransferase"	"ilvE"	536	1677	543	736	2173	1635	620	813	668	415	387	374
"b3771"	"dihydroxy-acid dehydratase"	"ilvD"	469	1852	584	820	2569	1940	709	911	811	474	343	369
"b3772"	"threonine deaminase"	"ilvA"	278	1019	417	655	1586	1350	415	546	483	312	270	375
"b3773"	"DNA-binding transcriptional dual regulator IlvY"	"ilvY"	86	133	137	224	201	153	116	143	193	93	129	130
"b3774"	"ketol-acid reductoisomerase (NADP(+))"	"ilvC"	690	966	816	876	834	651	724	1274	1000	496	748	2112
"b3775"	"peptidyl-prolyl cis-trans isomerase C"	"ppiC"	197	249	299	425	322	258	291	587	323	188	209	236
"b3778"	"ATP-dependent DNA helicase Rep"	"rep"	611	877	702	721	1342	925	419	947	879	331	351	353
"b3779"	"guanosine-5prime-triphosphate 3prime-diphosphate phosphatase"	"gpp"	1699	2674	2230	3066	3644	2697	1789	5653	2619	2054	1743	1625
"b3780"	"ATP-dependent RNA helicase RhlB"	"rhlB"	3642	5986	4827	5452	6952	5254	3659	10176	5257	4259	3894	3242
"b3781"	"thioredoxin 1"	"trxA"	6354	7241	9523	6627	8191	7451	3951	8361	10144	3030	4200	5265
"b3782"	"rho operon leader peptide"	"rhoL"	1657	3345	1569	791	2879	1655	895	4135	2262	1293	1727	1288
"b3783"	"transcription termination factor Rho"	"rho"	4954	9090	6264	5930	11923	8021	3078	17719	7363	5535	4209	3434
"b3784"	"UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase"	"rfe"	907	1642	1415	1876	1847	1246	1177	3472	1409	1223	1723	1824
"b3785"	"enterobacterial common antigen polysaccharide co-polymerase"	"wzzE"	446	745	634	1328	895	742	676	1618	702	755	606	720
"b3786"	"UDP-N-acetylglucosamine 2-epimerase"	"wecB"	486	953	620	1192	1167	932	618	2004	747	802	418	530
"b3787"	"UDP-N-acetyl-D-mannosamine dehydrogenase"	"wecC"	414	894	624	1162	1544	1236	664	2316	683	1018	479	514
"b3788"	"dTDP-glucose 4 6-dehydratase 2"	"rffG"	354	716	529	1085	1093	868	506	2018	549	903	364	414
"b3789"	"dTDP-glucose pyrophosphorylase 2"	"rffH"	211	419	355	646	756	590	356	1298	433	558	225	265
"b3790"	"dTDP-4-amino-4 6-dideoxy-D-galactose acyltransferase"	"rffC"	111	244	169	437	317	258	175	717	173	303	138	150
"b3791"	"dTDP-4-dehydro-6-deoxy-D-glucose transaminase"	"wecE"	475	689	647	1104	1125	782	531	2012	757	939	543	640
"b3792"	"lipid III flippase"	"wzxE"	225	363	354	542	427	317	311	1133	395	505	206	201
"b3793"	"putative enterobacterial common antigen polymerase"	"wzyE"	114	185	154	320	274	180	170	715	221	299	89	126
"b3794"	"UDP-N-acetyl-D-mannosaminuronic acid transferase"	"rffM"	118	259	233	338	258	192	207	610	215	254	128	169
"b3795"	"putative transporter YifK"	"yifK"	664	1017	813	1378	924	620	841	1607	1114	637	333	445
"b3800"	"putative anaerobic sulfatase maturation enzyme AslB"	"aslB"	89	93	53	165	117	76	74	136	77	58	56	64
"b3801"	"putative sulfatase AslA"	"aslA"	106	96	157	155	102	138	64	145	171	51	102	101
"b3802"	"protein HemY"	"hemY"	1385	1809	2391	3250	2170	1598	2016	3911	2637	1908	1944	2076
"b3803"	"PF04375 family protein HemX"	"hemX"	1251	1633	2024	2649	1688	1128	1647	3008	2377	1520	1548	1504
"b3804"	"uroporphyrinogen-III synthase"	"hemD"	710	1016	917	1400	1260	751	850	1682	1212	885	1058	862
"b3805"	"hydroxymethylbilane synthase"	"hemC"	1912	2299	2865	3064	2762	2199	2072	4123	3281	1777	3009	2484
"b3806"	"adenylate cyclase"	"cyaA"	3447	6307	6766	3651	7377	6254	2389	5692	6771	2309	3892	3314
"b3807"	"frataxin CyaY"	"cyaY"	1	5	2	0	3	1	0	5	0	0	1	3
"b3808"	"protein YzcX"	"yzcX"	17	28	8	17	21	9	12	28	20	12	18	46
"b3809"	"diaminopimelate epimerase"	"dapF"	594	942	736	1401	1068	725	843	1100	1021	759	406	402
"b3810"	"DUF484 domain-containing protein YigA"	"yigA"	413	787	527	1163	823	561	596	914	703	563	350	317
"b3811"	"site-specific tyrosine recombinase"	"xerC"	695	1365	790	1519	1390	920	937	1884	1053	842	526	545
"b3812"	"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase"	"yigB"	513	980	566	1023	1037	696	571	1446	771	804	439	395
"b3813"	"DNA helicase II"	"uvrD"	1674	2541	2379	1855	3250	2510	1154	2684	2453	1249	1407	1524
"b3816"	"Ni(2(+))/Co(2(+))/Mg(2(+)) transporter"	"corA"	489	886	602	991	1145	741	546	793	941	404	411	390
"b3817"	"DUF2628 domain-containing protein YigF"	"yigF"	7	8	6	14	11	7	12	14	8	6	8	21
"b3818"	"inner membrane protein"	"yigG"	1	0	3	6	1	1	1	3	1	1	2	0
"b3819"	"putative transporter RarD"	"rarD"	75	182	112	339	127	94	208	525	105	231	71	118
"b3820"	"putative thioesterase YigI"	"yigI"	229	401	241	402	208	112	358	567	258	251	32	45
"b3821"	"outer membrane phospholipase A"	"pldA"	292	540	381	726	568	394	391	819	492	436	306	334
"b3822"	"ATP-dependent DNA helicase RecQ"	"recQ"	683	1303	860	1249	1745	1319	635	1867	999	796	594	519
"b3823"	"L-threonine exporter"	"rhtC"	250	332	361	253	343	240	196	339	341	170	211	171
"b3824"	"L-homoserine/L-homoserine lactone/L-threonine exporter"	"rhtB"	88	134	115	88	130	99	60	100	155	50	84	91
"b3825"	"lysophospholipase L2"	"pldB"	728	938	1048	1215	871	720	696	1138	1170	587	755	734
"b3826"	"phosphosugar phosphatase YigL"	"yigL"	632	851	718	877	866	500	653	1233	931	575	562	300
"b3827"	"biotin transporter"	"bioP"	57	89	61	83	62	68	51	112	67	46	42	48
"b3828"	"DNA-binding transcriptional dual regulator MetR"	"metR"	90	117	97	65	151	156	47	94	115	44	39	48
"b3829"	"cobalamin-independent homocysteine transmethylase"	"metE"	311	1400	344	555	2030	1147	446	324	447	381	189	116
"b3830"	"putative dienelactone hydrolase"	"ysgA"	1005	815	1442	349	699	392	275	318	1767	168	201	199
"b3831"	"uridine phosphorylase"	"udp"	2014	3301	2874	6704	4206	2764	8330	6928	2976	3880	5021	6450
"b3832"	"putative recombination limiting protein RmuC"	"rmuC"	742	750	625	1650	881	607	1069	2413	805	1017	1268	1147
"b3833"	"bifunctional 2-octaprenyl-6-methoxy-1 4-benzoquinol methylase and demethylmenaquinone methyltransferase"	"ubiE"	1131	1711	1314	2699	1852	1270	1857	4220	1603	1589	1812	1716
"b3834"	"ubiquinone biosynthesis accessory factor UbiJ"	"ubiJ"	382	569	584	1213	733	513	758	1312	633	625	681	652
"b3835"	"ubiquinone biosynthesis protein UbiB"	"ubiB"	753	1259	897	2550	1780	1227	1623	3808	1041	1524	1821	1786
"b3836"	"twin arginine protein translocation system - TatA protein"	"tatA"	1154	1706	1192	1362	1782	1466	1099	2380	1495	1053	1763	1818
"b3838"	"twin arginine protein translocation system - TatB protein"	"tatB"	938	1463	1231	1767	1533	1178	1025	2673	1305	1086	1502	1937
"b3839"	"twin arginine protein translocation system - TatC protein"	"tatC"	569	983	675	1558	992	769	669	1905	777	690	780	978
"b3842"	"transcription antiterminator RfaH"	"rfaH"	196	241	286	165	197	176	142	281	300	83	156	153
"b3843"	"3-octaprenyl-4-hydroxybenzoate decarboxylase"	"ubiD"	2780	3767	3241	5891	5335	4133	4127	8109	3788	3605	3223	2818
"b3844"	"NAD(P)H-flavin reductase"	"fre"	1829	2384	2002	3342	3020	1943	2000	4076	2545	1831	1074	1105
"b3845"	"3-ketoacyl-CoA thiolase"	"fadA"	1337	1486	855	2478	962	601	1840	1634	931	836	486	547
"b3846"	"multifunctional enoyl-CoA hydratase  3-hydroxyacyl-CoA epimerase  Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase  L-3-hydroxyacyl-CoA dehydrogenase"	"fadB"	3619	4432	1716	6265	2505	1234	5342	5030	2139	2839	625	486
"b3847"	"Xaa-Pro dipeptidase"	"pepQ"	2587	3506	2924	5362	3829	2467	4573	5425	3966	3583	3451	2998
"b3848"	"IMPACT family member YigZ"	"yigZ"	298	468	403	695	500	388	557	918	554	480	529	326
"b3849"	"K(+) transporter TrkH"	"trkH"	509	803	786	1110	886	715	593	1442	904	703	734	728
"b3850"	"protoporphyrinogen oxidase"	"hemG"	244	364	372	436	457	329	311	655	382	268	309	287
"b3856"	"molybdopterin-guanine dinucleotide biosynthesis adaptor protein"	"mobB"	50	117	82	106	91	53	88	86	107	52	50	28
"b3857"	"molybdenum cofactor guanylyltransferase"	"mobA"	175	261	199	249	242	168	158	277	311	142	210	193
"b3858"	"DUF1040 domain-containing protein YihD"	"yihD"	184	404	339	711	552	453	408	969	302	319	493	834
"b3859"	"stress response kinase A"	"srkA"	561	945	811	1542	901	616	950	2432	806	931	423	720
"b3860"	"thiol:disulfide oxidoreductase DsbA"	"dsbA"	946	1439	1222	3096	2029	1650	1696	3931	1323	1936	1054	1650
"b3861"	"DUF945 domain-containing protein YihF"	"yihF"	16	34	31	57	38	24	49	111	27	25	36	31
"b3862"	"1-acylglycerol-3-phosphate O-acyltransferase YihG"	"yihG"	46	90	60	73	100	78	39	136	61	38	54	53
"b3863"	"DNA polymerase I"	"polA"	2790	3600	2585	4649	4664	2813	3976	6295	4063	3340	3954	2574
"b3865"	"GTP-binding protein YihA"	"yihA"	501	779	706	1072	829	619	864	1490	920	644	923	781
"b3866"	"Der GTPase-activating protein YihI"	"yihI"	684	705	1101	347	773	607	317	678	1427	318	391	341
"b3867"	"coproporphyrinogen III dehydrogenase"	"hemN"	1037	1978	1648	1777	2537	1643	1305	2739	1952	1196	1589	1170
"b3868"	"DNA-binding transcriptional dual regulator NtrC"	"glnG"	407	539	744	723	715	568	471	793	672	412	544	560
"b3869"	"sensory histidine kinase NtrB"	"glnL"	359	519	536	487	620	492	412	732	667	321	397	387
"b3870"	"glutamine synthetase"	"glnA"	4796	7630	5835	7898	8540	6286	6489	12439	6053	5344	5381	4834
"b3871"	"50S ribosomal subunit assembly factor BipA"	"bipA"	3645	5959	5544	3360	11732	10419	1805	7008	6333	2421	1171	1529
"b3872"	"putative transcriptional regulator YihL"	"yihL"	78	168	70	85	175	109	83	164	71	47	47	65
"b3873"	"putative TIM barrel domain-containing protein YihM"	"yihM"	190	429	106	148	604	323	174	262	120	91	111	120
"b3874"	"putative transporter YihN"	"yihN"	90	309	43	167	366	167	128	211	57	63	60	65
"b3875"	"putative outer membrane porin L"	"ompL"	8	14	3	6	12	7	4	8	10	12	4	0
"b3876"	"putative sulfoquinovose transporter"	"yihO"	17	15	13	31	11	23	10	28	27	9	12	6
"b3877"	"putative 2 3-dihydroxypropane-1-sulfonate export protein"	"yihP"	26	35	44	23	53	13	26	51	69	26	36	31
"b3878"	"sulfoquinovosidase"	"yihQ"	28	40	56	32	44	26	24	47	46	11	35	15
"b3879"	"putative sulfoquinovose mutarotase YihR"	"yihR"	57	37	40	13	28	22	14	28	42	10	26	12
"b3880"	"sulfoquinovose isomerase"	"yihS"	307	259	270	139	199	133	91	188	300	67	140	161
"b3881"	"6-deoxy-6-sulfofructose-1-phosphate aldolase"	"yihT"	183	139	142	26	104	59	39	77	159	42	90	49
"b3882"	"3-sulfolactaldehyde reductase"	"yihU"	83	72	85	32	58	19	32	58	91	22	20	33
"b3883"	"6-deoxy-6-sulfofructose kinase"	"yihV"	146	114	108	54	116	52	32	43	202	20	70	83
"b3884"	"DNA-binding transcriptional dual regulator CsqR"	"csqR"	607	873	670	1262	747	475	740	1233	742	659	549	608
"b3885"	"alpha-D-glucose-1-phosphate phosphatase YihX"	"yihX"	772	863	679	1338	816	443	915	1410	1082	755	767	545
"b3886"	"PF03631 family membrane protein YihY"	"yihY"	554	720	641	1092	595	375	597	1029	867	489	540	472
"b3887"	"D-aminoacyl-tRNA deacylase"	"dtd"	245	344	354	438	295	169	292	391	465	269	117	197
"b3888"	"putative fatty acid biosynthesis enzyme FabY"	"fabY"	878	1269	1250	1862	1306	805	1151	1973	1605	1010	969	786
"b3889"	"putative DNA-binding transcriptional regulator YiiE"	"yiiE"	5	14	2	14	2	1	4	6	2	5	3	6
"b3890"	"protein YiiF"	"yiiF"	55	50	37	47	49	37	48	76	77	39	54	25
"b3891"	"formate dehydrogenase formation protein"	"fdhE"	1614	2779	1883	3448	3502	2394	2065	4738	2158	1993	2309	1898
"b3892"	"formate dehydrogenase O subunit gamma"	"fdoI"	1215	2599	1551	2312	3131	2455	1954	3484	1782	1442	2009	2143
"b3893"	"formate dehydrogenase O subunit beta"	"fdoH"	2236	4548	2837	5761	6134	4367	3698	6459	3061	3000	4090	3752
"b3894"	"formate dehydrogenase O subunit alpha"	"fdoG"	13321	28694	16726	29546	37926	27045	21990	43863	18553	18549	21507	16630
"b3895"	"sulfurtransferase for molybdenum cofactor sulfuration"	"fdhD"	181	324	360	313	340	258	180	478	355	182	308	288
